xflr5 v6.59

 Calculated polar for: NACA 4418

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.250 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.6563, 0.02844, 0.02199,-0.0986,0.9479,0.0697,-4.0826, 0.0000, 0.0000, 0.0000, 0.0793
 -9.500,-0.5993, 0.02673, 0.01995,-0.1001,0.9381,0.0728,-3.8361, 0.0000, 0.0000, 0.0000, 0.0623
 -9.000,-0.5349, 0.02423, 0.01739,-0.1032,0.9300,0.0790,-3.5801, 0.0000, 0.0000, 0.0000, 0.0358
 -8.500,-0.4587, 0.02284, 0.01581,-0.1076,0.9251,0.0854,-3.2916, 0.0000, 0.0000, 0.0000,-0.0073
 -8.000,-0.4117, 0.02102, 0.01389,-0.1064,0.9106,0.0911,-3.0861, 0.0000, 0.0000, 0.0000,-0.0316
 -7.500,-0.3447, 0.01981, 0.01262,-0.1086,0.9031,0.0987,-2.8241, 0.0000, 0.0000, 0.0000,-0.0903
 -7.000,-0.2969, 0.01866, 0.01135,-0.1071,0.8884,0.1062,-2.6156, 0.0000, 0.0000, 0.0000,-0.1375
 -6.500,-0.2344, 0.01777, 0.01041,-0.1082,0.8785,0.1168,-2.3703, 0.0000, 0.0000, 0.0000,-0.2422
 -6.000,-0.1858, 0.01678, 0.00943,-0.1067,0.8618,0.1272,-2.1905, 0.0000, 0.0000, 0.0000,-0.3592
 -5.500,-0.1276, 0.01598, 0.00848,-0.1067,0.8481,0.1398,-1.9985, 0.0000, 0.0000, 0.0000,-0.6321
 -5.000,-0.0750, 0.01538, 0.00788,-0.1059,0.8307,0.1552,-1.8160, 0.0000, 0.0000, 0.0000,-1.2299
 -4.500,-0.0222, 0.01476, 0.00728,-0.1051,0.8133,0.1730,-1.6392, 0.0000, 0.0000, 0.0000,-4.6851
 -4.000, 0.0344, 0.01418, 0.00666,-0.1049,0.7960,0.1939,-1.4648, 0.0000, 0.0000, 0.0000, 3.4086
 -3.500, 0.0867, 0.01376, 0.00620,-0.1039,0.7750,0.2179,-1.3174, 0.0000, 0.0000, 0.0000, 1.4862
 -3.000, 0.1390, 0.01337, 0.00585,-0.1030,0.7546,0.2451,-1.1738, 0.0000, 0.0000, 0.0000, 1.0104
 -2.500, 0.1929, 0.01303, 0.00556,-0.1024,0.7346,0.2783,-1.0309, 0.0000, 0.0000, 0.0000, 0.7919
 -2.000, 0.2476, 0.01281, 0.00526,-0.1019,0.7130,0.3160,-0.9065, 0.0000, 0.0000, 0.0000, 0.6676
 -1.500, 0.2977, 0.01249, 0.00510,-0.1007,0.6916,0.3629,-0.8495, 0.0000, 0.0000, 0.0000, 0.5912
 -1.000, 0.3484, 0.01218, 0.00501,-0.0997,0.6716,0.4309,-0.8915, 0.0000, 0.0000, 0.0000, 0.5367
 -0.500, 0.3980, 0.01184, 0.00501,-0.0982,0.6519,0.5574,-0.9336, 0.0000, 0.0000, 0.0000, 0.4958
  0.000, 0.4446, 0.01157, 0.00517,-0.0959,0.6336,0.6894,-0.9756, 0.0000, 0.0000, 0.0000, 0.4633
  0.500, 0.4923, 0.01156, 0.00541,-0.0934,0.6169,0.7997,-1.0200, 0.0000, 0.0000, 0.0000, 0.4362
  1.000, 0.5437, 0.01172, 0.00564,-0.0913,0.6004,0.8894,-1.0676, 0.0000, 0.0000, 0.0000, 0.4134
  1.500, 0.6133, 0.01212, 0.00599,-0.0934,0.5855,0.9485,-1.1293, 0.0000, 0.0000, 0.0000, 0.3970
  2.000, 0.7026, 0.01256, 0.00620,-0.1001,0.5695,0.9803,-1.2053, 0.0000, 0.0000, 0.0000, 0.3864
  3.000, 0.8481, 0.01315, 0.00656,-0.1080,0.5421,1.0000,-1.3468, 0.0000, 0.0000, 0.0000, 0.3699
  3.500, 0.8876, 0.01351, 0.00684,-0.1052,0.5309,1.0000,-1.3985, 0.0000, 0.0000, 0.0000, 0.3604
  4.000, 0.9266, 0.01379, 0.00709,-0.1021,0.5190,1.0000,-1.4536, 0.0000, 0.0000, 0.0000, 0.3513
  4.500, 0.9736, 0.01433, 0.00745,-0.1005,0.5069,1.0000,-1.5168, 0.0000, 0.0000, 0.0000, 0.3437
  5.000, 1.0120, 0.01463, 0.00780,-0.0972,0.4961,1.0000,-1.5786, 0.0000, 0.0000, 0.0000, 0.3358
  5.500, 1.0573, 0.01504, 0.00811,-0.0953,0.4846,1.0000,-1.6504, 0.0000, 0.0000, 0.0000, 0.3291
  6.000, 1.1024, 0.01557, 0.00866,-0.0934,0.4730,1.0000,-1.7270, 0.0000, 0.0000, 0.0000, 0.3231
  6.500, 1.1450, 0.01595, 0.00905,-0.0910,0.4612,1.0000,-1.8090, 0.0000, 0.0000, 0.0000, 0.3171
  7.000, 1.1937, 0.01659, 0.00957,-0.0899,0.4487,1.0000,-1.9062, 0.0000, 0.0000, 0.0000, 0.3123
  7.500, 1.2312, 0.01698, 0.01007,-0.0867,0.4367,1.0000,-2.0025, 0.0000, 0.0000, 0.0000, 0.3066
  8.000, 1.2782, 0.01762, 0.01059,-0.0854,0.4230,1.0000,-2.1228, 0.0000, 0.0000, 0.0000, 0.3022
  8.500, 1.3088, 0.01806, 0.01120,-0.0810,0.4111,1.0000,-2.2341, 0.0000, 0.0000, 0.0000, 0.2965
  9.000, 1.3437, 0.01864, 0.01168,-0.0775,0.3972,1.0000,-2.3610, 0.0000, 0.0000, 0.0000, 0.2914
  9.500, 1.3698, 0.01931, 0.01250,-0.0726,0.3838,1.0000,-2.4845, 0.0000, 0.0000, 0.0000, 0.2860
 10.000, 1.4014, 0.02014, 0.01320,-0.0690,0.3684,1.0000,-2.6236, 0.0000, 0.0000, 0.0000, 0.2813
 10.500, 1.4240, 0.02111, 0.01439,-0.0643,0.3539,1.0000,-2.7588, 0.0000, 0.0000, 0.0000, 0.2764
 11.000, 1.4487, 0.02234, 0.01557,-0.0603,0.3381,1.0000,-2.8999, 0.0000, 0.0000, 0.0000, 0.2719
 11.500, 1.4687, 0.02382, 0.01711,-0.0561,0.3214,1.0000,-3.0360, 0.0000, 0.0000, 0.0000, 0.2675
 12.000, 1.4878, 0.02561, 0.01897,-0.0522,0.3048,1.0000,-3.1853, 0.0000, 0.0000, 0.0000, 0.2634
 12.500, 1.5018, 0.02786, 0.02119,-0.0482,0.2873,1.0000,-3.3251, 0.0000, 0.0000, 0.0000, 0.2594
 13.000, 1.5125, 0.03051, 0.02390,-0.0445,0.2697,1.0000,-3.4582, 0.0000, 0.0000, 0.0000, 0.2556
 13.500, 1.5220, 0.03356, 0.02704,-0.0412,0.2521,1.0000,-3.5883, 0.0000, 0.0000, 0.0000, 0.2522
 14.000, 1.5260, 0.03730, 0.03081,-0.0381,0.2344,1.0000,-3.7055, 0.0000, 0.0000, 0.0000, 0.2490
 14.500, 1.5247, 0.04177, 0.03527,-0.0354,0.2170,1.0000,-3.8185, 0.0000, 0.0000, 0.0000, 0.2460
 15.000, 1.5215, 0.04684, 0.04036,-0.0333,0.2003,1.0000,-3.9304, 0.0000, 0.0000, 0.0000, 0.2435
 15.500, 1.5183, 0.05229, 0.04591,-0.0318,0.1846,1.0000,-4.0402, 0.0000, 0.0000, 0.0000, 0.2413
 16.000, 1.5101, 0.05847, 0.05215,-0.0307,0.1697,1.0000,-4.1337, 0.0000, 0.0000, 0.0000, 0.2395
 16.500, 1.4962, 0.06545, 0.05913,-0.0300,0.1555,1.0000,-4.2083, 0.0000, 0.0000, 0.0000, 0.2379
 17.000, 1.4871, 0.07233, 0.06611,-0.0300,0.1428,1.0000,-4.2934, 0.0000, 0.0000, 0.0000, 0.2367
 17.500, 1.4776, 0.07937, 0.07324,-0.0302,0.1317,1.0000,-4.3735, 0.0000, 0.0000, 0.0000, 0.2357
 18.000, 1.4643, 0.08690, 0.08074,-0.0307,0.1213,1.0000,-4.4397, 0.0000, 0.0000, 0.0000, 0.2350
 18.500, 1.4584, 0.09370, 0.08772,-0.0315,0.1127,1.0000,-4.5244, 0.0000, 0.0000, 0.0000, 0.2343
 19.000, 1.4496, 0.10073, 0.09469,-0.0324,0.1039,1.0000,-4.5988, 0.0000, 0.0000, 0.0000, 0.2338
 19.500, 1.4438, 0.10785, 0.10201,-0.0340,0.0973,1.0000,-4.6768, 0.0000, 0.0000, 0.0000, 0.2337
 20.000, 1.4364, 0.11513, 0.10932,-0.0359,0.0905,1.0000,-4.7639, 0.0000, 0.0000, 0.0000, 0.2338
 20.500, 1.4347, 0.12148, 0.11579,-0.0376,0.0844,1.0000,-4.8710, 0.0000, 0.0000, 0.0000, 0.2336
 21.000, 1.4289, 0.12874, 0.12322,-0.0401,0.0795,1.0000,-4.9589, 0.0000, 0.0000, 0.0000, 0.2342
 21.500, 1.4298, 0.13454, 0.12899,-0.0420,0.0742,1.0000,-5.0751, 0.0000, 0.0000, 0.0000, 0.2341
