xflr5 v6.59

 Calculated polar for: NACA 6418

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.250 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.3034, 0.04024, 0.03568,-0.1538,0.9161,0.0588,-3.8423, 0.0000, 0.0000, 0.0000,-0.2987
 -9.500,-0.3036, 0.03146, 0.02601,-0.1547,0.9024,0.0608,-3.8777, 0.0000, 0.0000, 0.0000,-0.2994
 -9.000,-0.2729, 0.02905, 0.02342,-0.1524,0.8869,0.0630,-3.6744, 0.0000, 0.0000, 0.0000,-0.3496
 -8.500,-0.2188, 0.02670, 0.02079,-0.1536,0.8786,0.0662,-3.4355, 0.0000, 0.0000, 0.0000,-0.5000
 -8.000,-0.1801, 0.02479, 0.01854,-0.1515,0.8638,0.0697,-3.2684, 0.0000, 0.0000, 0.0000,-0.6456
 -7.500,-0.1266, 0.02231, 0.01559,-0.1521,0.8536,0.0742,-3.0738, 0.0000, 0.0000, 0.0000,-1.0226
 -7.000,-0.0794, 0.02127, 0.01452,-0.1508,0.8386,0.0792,-2.8501, 0.0000, 0.0000, 0.0000,-1.7544
 -6.500,-0.0202, 0.01992, 0.01286,-0.1514,0.8263,0.0847,-2.6237, 0.0000, 0.0000, 0.0000,-7.6178
 -6.000, 0.0268, 0.01841, 0.01114,-0.1500,0.8096,0.0902,-2.4328, 0.0000, 0.0000, 0.0000, 6.1062
 -5.500, 0.0856, 0.01761, 0.01021,-0.1504,0.7960,0.0975,-2.2002, 0.0000, 0.0000, 0.0000, 2.0804
 -5.000, 0.1358, 0.01676, 0.00920,-0.1493,0.7787,0.1061,-1.9973, 0.0000, 0.0000, 0.0000, 1.3902
 -4.500, 0.1912, 0.01624, 0.00859,-0.1491,0.7625,0.1159,-1.8111, 0.0000, 0.0000, 0.0000, 1.0553
 -4.000, 0.2461, 0.01548, 0.00771,-0.1488,0.7450,0.1268,-1.6368, 0.0000, 0.0000, 0.0000, 0.8715
 -3.500, 0.2978, 0.01511, 0.00724,-0.1478,0.7256,0.1399,-1.4671, 0.0000, 0.0000, 0.0000, 0.7581
 -3.000, 0.3531, 0.01484, 0.00684,-0.1475,0.7076,0.1557,-1.2934, 0.0000, 0.0000, 0.0000, 0.6758
 -2.500, 0.4059, 0.01447, 0.00643,-0.1468,0.6889,0.1740,-1.1337, 0.0000, 0.0000, 0.0000, 0.6170
 -2.000, 0.4578, 0.01430, 0.00625,-0.1460,0.6707,0.1959,-1.0332, 0.0000, 0.0000, 0.0000, 0.5720
 -1.500, 0.5126, 0.01416, 0.00600,-0.1458,0.6527,0.2214,-1.0778, 0.0000, 0.0000, 0.0000, 0.5356
 -1.000, 0.5627, 0.01400, 0.00594,-0.1447,0.6354,0.2522,-1.1199, 0.0000, 0.0000, 0.0000, 0.5069
 -0.500, 0.6168, 0.01404, 0.00594,-0.1444,0.6204,0.2891,-1.1644, 0.0000, 0.0000, 0.0000, 0.4826
  0.000, 0.6677, 0.01393, 0.00598,-0.1436,0.6062,0.3373,-1.2075, 0.0000, 0.0000, 0.0000, 0.4624
  0.500, 0.7211, 0.01381, 0.00607,-0.1434,0.5927,0.4233,-1.2554, 0.0000, 0.0000, 0.0000, 0.4452
  1.000, 0.7606, 0.01305, 0.00647,-0.1399,0.5811,0.7570,-1.2952, 0.0000, 0.0000, 0.0000, 0.4294
  1.500, 0.8384, 0.01315, 0.00667,-0.1437,0.5696,1.0000,-1.3595, 0.0000, 0.0000, 0.0000, 0.4159
  2.000, 0.8871, 0.01357, 0.00696,-0.1426,0.5599,1.0000,-1.4074, 0.0000, 0.0000, 0.0000, 0.4044
